"student_id","hours_sleep","study_hours","caffeine_mg","exam_score"
65,5.62724952863064,4.59001354798734,147.300163158692,92.7835091186205
66,8.06305115845297,5.43242192773099,203.238660716914,100
67,6.90301774370249,3.00730748889051,190.65975187058,100
68,7.74620731843715,4.45465029758028,140.459176294786,96.810462570184
69,7.60487428194878,4.08489805867849,15.0035095718149,100
70,7.36505379544024,4.89556558226454,153.048331940056,100
71,5.24825727371857,3.77022186105373,178.687584874179,95.8906334444013
72,6.39177633606715,4.83661906846061,152.290178986255,98.7021638530212
73,7.24822179439945,2.25494413866331,157.870627008794,98.2992265284774
74,5.35577197067319,5.68945892131337,171.578268643439,87.8823524869821
75,5.84860542251137,4.86477797851858,130.172513197489,100
76,7.19719579721802,3.84922401111425,215.498911287577,93.6200959464696
77,7.42181448540151,2.55099286986083,173.519669993697,92.4604950793077
78,7.0565211062482,4.64300870004198,87.8664864712699,96.5502168024863
79,5.43706844310838,4.48319386381477,219.078772819277,91.4058887965627
80,5.18026292162257,3.99364437357861,210.222946850491,96.5981284240753
81,8.31524841176591,4.15145589286242,191.203698184094,100
82,6.80950572503844,3.4158910296502,66.8685298907203,90.9895776353865
83,6.6061282749915,4.36880673263024,121.534682819726,100
84,6.35492415495309,4.29465433971952,181.775690864476,100
85,5.06680532580737,3.72074062665742,152.186100378893,86.194983041666
86,7.23439627764846,2.66376334510685,167.400615183065,92.3881484764774
87,6.23943218510418,4.70074881844003,272.979677443521,93.0166728776784
88,6.28069195240169,4.55419662227403,109.080983780017,100
89,7.62001559428539,3.16369340719858,44.3399942535432,100
90,7.4861277326099,2.40541183799376,163.684763621521,97.2166895487939
91,8.17053965112112,4.20495858058763,115.620157937829,100
92,5.92859129233439,3.65491202202711,172.302052648093,89.3072138679322
93,7.28041827287157,4.25261170336445,109.38076381047,100
94,8.169332547668,2.70599753451545,260.602774016757,93.7109128064829
95,5.16705334466252,3.04082955561964,143.814701421129,83.7260083991824
96,5.46704889574659,5.0857748536799,126.133224698497,100
97,5.14191358297548,4.40377490471571,141.68692542567,92.7009944661209
98,4.74894320059713,4.5864875367193,193.128169181322,89.4331842363669
99,6.59597906388939,5.81522844615395,154.867024260141,100
100,7.28384520757903,4.12882142860238,68.7191630394356,100
